product_id,product_name,description,brand,gender,category,subcategory,colour_raw,colour_normalized,price,material,fit,pattern,sleeve,occasion,season,size,rating,image_path
11033,Jealous 21 Women Check Red Tops,Jealous 21 Women Check Red Tops. for women. category top. colour red. checked pattern,VYRA,women,top,,Red,red,499,,,checked,,,,,,images/11033.jpg
16332,Peter England Men Stripes Red Shirt,Peter England Men Stripes Red Shirt. for men. category shirt. colour red. striped pattern,VYRA,men,shirt,,Red,red,1099,,,striped,,,,,,images/16332.jpg
22766,BIBA Women Solid Red Kurta,BIBA Women Solid Red Kurta. for women. category kurta. colour red. solid pattern,VYRA,women,kurta,,Red,red,1799,,,solid,,,,,,images/22766.jpg
20228,Wrangler Women Cable Red Sweater,Wrangler Women Cable Red Sweater. for women. category sweater. colour red,VYRA,women,sweater,,Red,red,1199,,,,,,,,,images/20228.jpg
19105,Mother Earth Women Printed Red Kurta,Mother Earth Women Printed Red Kurta. for women. category kurta. colour red. printed pattern,VYRA,women,kurta,,Red,red,1899,,,printed,,,,,,images/19105.jpg
35983,Flying Machine Women Poopy Red T-shirt,Flying Machine Women Poopy Red T-shirt. for women. category tshirt. colour red,VYRA,women,tshirt,,Red,red,1299,,,,,,,,,images/35983.jpg
4804,ADIDAS Men's Coffer Red T-shirt,ADIDAS Men's Coffer Red T-shirt. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,499,,,,,,,,,images/4804.jpg
12304,Genesis Men Stripes Red Shirts,Genesis Men Stripes Red Shirts. for men. category shirt. colour red. striped pattern,VYRA,men,shirt,,Red,red,999,,,striped,,,,,,images/12304.jpg
21426,Roxy Women Pink T-shirt,Roxy Women Pink T-shirt. for women. category tshirt. colour pink,VYRA,women,tshirt,,Pink,pink,1799,,,,,,,,,images/21426.jpg
10336,United Colors of Benetton Women Stripes Black Tops,United Colors of Benetton Women Stripes Black Tops. for women. category top. colour black. striped pattern,VYRA,women,top,,Black,black,1499,,,striped,,,,,,images/10336.jpg
4359,Free Authority Men's Melting Records Black T-shirt,Free Authority Men's Melting Records Black T-shirt. for men. category tshirt. colour black,VYRA,men,tshirt,,Black,black,1299,,,,,,,,,images/4359.jpg
10878,Wrangler Men Red Polo Tshirts,Wrangler Men Red Polo Tshirts. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,899,,,,,,,,,images/10878.jpg
42672,Alma Women Red Printed Kurta,Alma Women Red Printed Kurta. for women. category kurta. colour red. printed pattern,VYRA,women,kurta,,Red,red,1099,,,printed,,,,,,images/42672.jpg
32592,ONLY Women Pink Top,ONLY Women Pink Top. for women. category top. colour pink,VYRA,women,top,,Pink,pink,1499,,,,,,,,,images/32592.jpg
31242,Puma Men Attack White T-shirt,Puma Men Attack White T-shirt. for men. category tshirt. colour white,VYRA,men,tshirt,,White,white,799,,,,,,,,,images/31242.jpg
45960,Tokyo Talkies Women Red T-shirt,Tokyo Talkies Women Red T-shirt. for women. category tshirt. colour red,VYRA,women,tshirt,,Red,red,699,,,,,,,,,images/45960.jpg
20247,Wrangler Women Striped Purple Top,Wrangler Women Striped Purple Top. for women. category top. colour magenta. striped pattern,VYRA,women,top,,Magenta,magenta,1699,,,striped,,,,,,images/20247.jpg
40954,Gini and Jony Boys Rodeo Red T-shirt,Gini and Jony Boys Rodeo Red T-shirt. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,799,,,,,,,,,images/40954.jpg
27356,Tantra Men 50 Bubbles White T-shirt,Tantra Men 50 Bubbles White T-shirt. for men. category tshirt. colour white,VYRA,men,tshirt,,White,white,1599,,,,,,,,,images/27356.jpg
39113,Angry Birds Men Red Printed T-shirt,Angry Birds Men Red Printed T-shirt. for men. category tshirt. colour red. printed pattern,VYRA,men,tshirt,,Red,red,1599,,,printed,,,,,,images/39113.jpg
12785,Mother Earth Women Checks Pink Shirts,Mother Earth Women Checks Pink Shirts. for women. category shirt. colour pink. checked pattern,VYRA,women,shirt,,Pink,pink,1299,,,checked,,,,,,images/12785.jpg
30618,Nike Men Printed Red T-shirt,Nike Men Printed Red T-shirt. for men. category tshirt. colour red. printed pattern,VYRA,men,tshirt,,Red,red,599,,,printed,,,,,,images/30618.jpg
19528,United Colors of Benetton Men Solid Red Sweater,United Colors of Benetton Men Solid Red Sweater. for men. category sweater. colour red. solid pattern,VYRA,men,sweater,,Red,red,1899,,,solid,,,,,,images/19528.jpg
31660,Indigo Nation Men Printed Black Shirt,Indigo Nation Men Printed Black Shirt. for men. category shirt. colour black. printed pattern,VYRA,men,shirt,,Black,black,799,,,printed,,,,,,images/31660.jpg
18305,Wills Lifestyle Men Striped Pink Shirt,Wills Lifestyle Men Striped Pink Shirt. for men. category shirt. colour pink. striped pattern,VYRA,men,shirt,,Pink,pink,1699,,,striped,,,,,,images/18305.jpg
30845,Fabindia Women Rust Printed Kurta,Fabindia Women Rust Printed Kurta. for women. category kurta. colour red. printed pattern,VYRA,women,kurta,,Red,red,699,,,printed,,,,,,images/30845.jpg
4752,ADIDAS Men's Red Polo T-shirt,ADIDAS Men's Red Polo T-shirt. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,1399,,,,,,,,,images/4752.jpg
41301,Gini and Jony Grils Polo Striped Pink T-shirt,Gini and Jony Grils Polo Striped Pink T-shirt. category tshirt. colour pink. striped pattern,VYRA,,tshirt,,Pink,pink,1599,,,striped,,,,,,images/41301.jpg
1578,Domyos Men Good Stroke Red T-shirt,Domyos Men Good Stroke Red T-shirt. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,1099,,,,,,,,,images/1578.jpg
21919,BIBA Women Printed Red Kurta,BIBA Women Printed Red Kurta. for women. category kurta. colour red. printed pattern,VYRA,women,kurta,,Red,red,699,,,printed,,,,,,images/21919.jpg
38798,Free Authority Men Pink T-shirt,Free Authority Men Pink T-shirt. for men. category tshirt. colour pink,VYRA,men,tshirt,,Pink,pink,599,,,,,,,,,images/38798.jpg
22372,Mark Taylor Men White Striped Red Shirt,Mark Taylor Men White Striped Red Shirt. for men. category shirt. colour red. striped pattern,VYRA,men,shirt,,Red,red,1199,,,striped,,,,,,images/22372.jpg
28908,BIBA Women Printed Red Kurta,BIBA Women Printed Red Kurta. for women. category kurta. colour red. printed pattern,VYRA,women,kurta,,Red,red,1399,,,printed,,,,,,images/28908.jpg
2024,ADIDAS Mens Fitted Red T-shirt,ADIDAS Mens Fitted Red T-shirt. for men. category tshirt. colour red,VYRA,men,tshirt,,Red,red,699,,,,,,,,,images/2024.jpg
17608,Doodle Sporty Girl dark Pink Tshirts,Doodle Sporty Girl dark Pink Tshirts. for women. category tshirt. colour pink,VYRA,women,tshirt,,Pink,pink,1199,,,,,,,,,images/17608.jpg
1991,ADIDAS Womens Blue  Polo T-shirt,ADIDAS Womens Blue  Polo T-shirt. for women. category tshirt. colour blue,VYRA,women,tshirt,,Blue,blue,799,,,,,,,,,images/1991.jpg
